,sid,gcm,decadal_group,direction_class,speed_range,count,frequency
103,PAGS,CM3,1,18,6-10,948,0.36
104,PAGS,CM3,1,18,10-14,317,0.12
105,PAGS,CM3,1,18,14-18,97,0.04
106,PAGS,CM3,1,18,18-22,38,0.01
107,PAGS,CM3,1,18,22+,14,0.01
108,PAGS,CM3,1,19,0-6,2239,0.85
109,PAGS,CM3,1,19,6-10,880,0.33
110,PAGS,CM3,1,19,10-14,288,0.11
111,PAGS,CM3,1,19,14-18,78,0.03
112,PAGS,CM3,1,19,18-22,34,0.01
113,PAGS,CM3,1,19,22+,12,0.0
114,PAGS,CM3,1,20,0-6,2674,1.02
115,PAGS,CM3,1,20,6-10,923,0.35
116,PAGS,CM3,1,20,10-14,224,0.09
117,PAGS,CM3,1,20,14-18,100,0.04
118,PAGS,CM3,1,20,18-22,25,0.01
119,PAGS,CM3,1,20,22+,4,0.0
120,PAGS,CM3,1,21,0-6,3986,1.52
121,PAGS,CM3,1,21,6-10,1146,0.44
122,PAGS,CM3,1,21,10-14,289,0.11
123,PAGS,CM3,1,21,14-18,90,0.03
124,PAGS,CM3,1,21,18-22,20,0.01
125,PAGS,CM3,1,21,22+,9,0.0
126,PAGS,CM3,1,22,0-6,6741,2.57
127,PAGS,CM3,1,22,6-10,2327,0.89
128,PAGS,CM3,1,22,10-14,350,0.13
129,PAGS,CM3,1,22,14-18,72,0.03
130,PAGS,CM3,1,22,18-22,18,0.01
131,PAGS,CM3,1,22,22+,4,0.0
132,PAGS,CM3,1,23,0-6,7286,2.77
133,PAGS,CM3,1,23,6-10,3556,1.35
134,PAGS,CM3,1,23,10-14,643,0.24
135,PAGS,CM3,1,23,14-18,117,0.04
136,PAGS,CM3,1,23,18-22,19,0.01
137,PAGS,CM3,1,23,22+,7,0.0
138,PAGS,CM3,1,24,0-6,4661,1.77
139,PAGS,CM3,1,24,6-10,3316,1.26
140,PAGS,CM3,1,24,10-14,745,0.28
141,PAGS,CM3,1,24,14-18,127,0.05
142,PAGS,CM3,1,24,18-22,25,0.01
143,PAGS,CM3,1,24,22+,4,0.0
144,PAGS,CM3,1,25,0-6,2977,1.13
145,PAGS,CM3,1,25,6-10,2181,0.83
146,PAGS,CM3,1,25,10-14,646,0.25
147,PAGS,CM3,1,25,14-18,179,0.07
148,PAGS,CM3,1,25,18-22,26,0.01
149,PAGS,CM3,1,25,22+,3,0.0
150,PAGS,CM3,1,26,0-6,1630,0.62
151,PAGS,CM3,1,26,6-10,936,0.36
152,PAGS,CM3,1,26,10-14,230,0.09
153,PAGS,CM3,1,26,14-18,35,0.01
154,PAGS,CM3,1,26,18-22,3,0.0
155,PAGS,CM3,1,26,22+,0,0.0
156,PAGS,CM3,1,27,0-6,962,0.37
157,PAGS,CM3,1,27,6-10,232,0.09
158,PAGS,CM3,1,27,10-14,35,0.01
159,PAGS,CM3,1,27,14-18,2,0.0
160,PAGS,CM3,1,27,18-22,0,0.0
161,PAGS,CM3,1,27,22+,1,0.0
162,PAGS,CM3,1,28,0-6,672,0.26
163,PAGS,CM3,1,28,6-10,55,0.02
164,PAGS,CM3,1,28,10-14,7,0.0
165,PAGS,CM3,1,28,14-18,0,0.0
166,PAGS,CM3,1,28,18-22,0,0.0
167,PAGS,CM3,1,28,22+,0,0.0
168,PAGS,CM3,1,29,0-6,428,0.16
169,PAGS,CM3,1,29,6-10,36,0.01
170,PAGS,CM3,1,29,10-14,3,0.0
171,PAGS,CM3,1,29,14-18,0,0.0
172,PAGS,CM3,1,29,18-22,0,0.0
173,PAGS,CM3,1,29,22+,0,0.0
174,PAGS,CM3,1,30,0-6,427,0.16
175,PAGS,CM3,1,30,6-10,31,0.01
176,PAGS,CM3,1,30,10-14,1,0.0
177,PAGS,CM3,1,30,14-18,0,0.0
178,PAGS,CM3,1,30,18-22,0,0.0
179,PAGS,CM3,1,30,22+,0,0.0
180,PAGS,CM3,1,31,0-6,378,0.14
181,PAGS,CM3,1,31,6-10,39,0.01
182,PAGS,CM3,1,31,10-14,2,0.0
183,PAGS,CM3,1,31,14-18,0,0.0
184,PAGS,CM3,1,31,18-22,0,0.0
185,PAGS,CM3,1,31,22+,0,0.0
186,PAGS,CM3,1,32,0-6,406,0.15
187,PAGS,CM3,1,32,6-10,55,0.02
188,PAGS,CM3,1,32,10-14,15,0.01
189,PAGS,CM3,1,32,14-18,2,0.0
190,PAGS,CM3,1,32,18-22,0,0.0
191,PAGS,CM3,1,32,22+,0,0.0
192,PAGS,CM3,1,33,0-6,549,0.21
193,PAGS,CM3,1,33,6-10,125,0.05
194,PAGS,CM3,1,33,10-14,14,0.01
195,PAGS,CM3,1,33,14-18,0,0.0
196,PAGS,CM3,1,33,18-22,0,0.0
197,PAGS,CM3,1,33,22+,0,0.0
198,PAGS,CM3,1,34,0-6,726,0.28
199,PAGS,CM3,1,34,6-10,183,0.07
200,PAGS,CM3,1,34,10-14,18,0.01
201,PAGS,CM3,1,34,14-18,0,0.0
202,PAGS,CM3,1,34,18-22,0,0.0
203,PAGS,CM3,1,34,22+,0,0.0
204,PAGS,CM3,1,35,0-6,980,0.37
205,PAGS,CM3,1,35,6-10,469,0.18
206,PAGS,CM3,1,35,10-14,73,0.03
207,PAGS,CM3,1,35,14-18,3,0.0
208,PAGS,CM3,1,35,18-22,0,0.0
209,PAGS,CM3,1,35,22+,0,0.0
210,PAGS,CM3,1,0,0-6,1671,0.64
211,PAGS,CM3,1,0,6-10,642,0.24
212,PAGS,CM3,1,0,10-14,272,0.1
213,PAGS,CM3,1,0,14-18,55,0.02
214,PAGS,CM3,1,0,18-22,0,0.0
215,PAGS,CM3,1,0,22+,0,0.0
0,PAGS,CM3,2,1,0-6,2559,0.97
1,PAGS,CM3,2,1,6-10,1289,0.49
2,PAGS,CM3,2,1,10-14,502,0.19
3,PAGS,CM3,2,1,14-18,120,0.05
4,PAGS,CM3,2,1,18-22,23,0.01
5,PAGS,CM3,2,1,22+,2,0.0
6,PAGS,CM3,2,2,0-6,3779,1.44
7,PAGS,CM3,2,2,6-10,1751,0.67
8,PAGS,CM3,2,2,10-14,687,0.26
9,PAGS,CM3,2,2,14-18,143,0.05
10,PAGS,CM3,2,2,18-22,31,0.01
11,PAGS,CM3,2,2,22+,8,0.0
12,PAGS,CM3,2,3,0-6,3017,1.15
13,PAGS,CM3,2,3,6-10,1174,0.45
14,PAGS,CM3,2,3,10-14,485,0.18
15,PAGS,CM3,2,3,14-18,116,0.04
16,PAGS,CM3,2,3,18-22,10,0.0
17,PAGS,CM3,2,3,22+,5,0.0
18,PAGS,CM3,2,4,0-6,2687,1.02
19,PAGS,CM3,2,4,6-10,777,0.3
20,PAGS,CM3,2,4,10-14,336,0.13
21,PAGS,CM3,2,4,14-18,115,0.04
22,PAGS,CM3,2,4,18-22,13,0.0
23,PAGS,CM3,2,4,22+,12,0.0
24,PAGS,CM3,2,5,0-6,2511,0.96
25,PAGS,CM3,2,5,6-10,689,0.26
26,PAGS,CM3,2,5,10-14,313,0.12
27,PAGS,CM3,2,5,14-18,115,0.04
28,PAGS,CM3,2,5,18-22,69,0.03
29,PAGS,CM3,2,5,22+,43,0.02
30,PAGS,CM3,2,6,0-6,2417,0.92
31,PAGS,CM3,2,6,6-10,755,0.29
32,PAGS,CM3,2,6,10-14,243,0.09
33,PAGS,CM3,2,6,14-18,109,0.04
34,PAGS,CM3,2,6,18-22,25,0.01
35,PAGS,CM3,2,6,22+,7,0.0
36,PAGS,CM3,2,7,0-6,2558,0.97
37,PAGS,CM3,2,7,6-10,1233,0.47
38,PAGS,CM3,2,7,10-14,325,0.12
39,PAGS,CM3,2,7,14-18,131,0.05
40,PAGS,CM3,2,7,18-22,43,0.02
41,PAGS,CM3,2,7,22+,42,0.02
42,PAGS,CM3,2,8,0-6,2608,0.99
43,PAGS,CM3,2,8,6-10,1549,0.59
44,PAGS,CM3,2,8,10-14,520,0.2
45,PAGS,CM3,2,8,14-18,169,0.06
46,PAGS,CM3,2,8,18-22,68,0.03
47,PAGS,CM3,2,8,22+,44,0.02
48,PAGS,CM3,2,9,0-6,2635,1.0
49,PAGS,CM3,2,9,6-10,1709,0.65
50,PAGS,CM3,2,9,10-14,746,0.28
51,PAGS,CM3,2,9,14-18,163,0.06
52,PAGS,CM3,2,9,18-22,72,0.03
53,PAGS,CM3,2,9,22+,25,0.01
54,PAGS,CM3,2,10,0-6,3056,1.16
55,PAGS,CM3,2,10,6-10,1852,0.7
56,PAGS,CM3,2,10,10-14,786,0.3
57,PAGS,CM3,2,10,14-18,341,0.13
58,PAGS,CM3,2,10,18-22,110,0.04
59,PAGS,CM3,2,10,22+,30,0.01
60,PAGS,CM3,2,11,0-6,3688,1.4
61,PAGS,CM3,2,11,6-10,2634,1.0
62,PAGS,CM3,2,11,10-14,1223,0.47
63,PAGS,CM3,2,11,14-18,552,0.21
64,PAGS,CM3,2,11,18-22,238,0.09
65,PAGS,CM3,2,11,22+,58,0.02
66,PAGS,CM3,2,12,0-6,3855,1.47
67,PAGS,CM3,2,12,6-10,3303,1.26
68,PAGS,CM3,2,12,10-14,1852,0.7
69,PAGS,CM3,2,12,14-18,877,0.33
70,PAGS,CM3,2,12,18-22,357,0.14
71,PAGS,CM3,2,12,22+,147,0.06
72,PAGS,CM3,2,13,0-6,3564,1.36
73,PAGS,CM3,2,13,6-10,3436,1.31
74,PAGS,CM3,2,13,10-14,1964,0.75
75,PAGS,CM3,2,13,14-18,1126,0.43
76,PAGS,CM3,2,13,18-22,643,0.24
77,PAGS,CM3,2,13,22+,413,0.16
78,PAGS,CM3,2,14,0-6,3230,1.23
79,PAGS,CM3,2,14,6-10,2871,1.09
80,PAGS,CM3,2,14,10-14,1578,0.6
81,PAGS,CM3,2,14,14-18,958,0.36
82,PAGS,CM3,2,14,18-22,605,0.23
83,PAGS,CM3,2,14,22+,313,0.12
84,PAGS,CM3,2,15,0-6,2771,1.05
85,PAGS,CM3,2,15,6-10,2203,0.84
86,PAGS,CM3,2,15,10-14,1069,0.41
87,PAGS,CM3,2,15,14-18,523,0.2
88,PAGS,CM3,2,15,18-22,262,0.1
89,PAGS,CM3,2,15,22+,109,0.04
90,PAGS,CM3,2,16,0-6,2652,1.01
91,PAGS,CM3,2,16,6-10,1707,0.65
92,PAGS,CM3,2,16,10-14,654,0.25
93,PAGS,CM3,2,16,14-18,232,0.09
94,PAGS,CM3,2,16,18-22,158,0.06
95,PAGS,CM3,2,16,22+,65,0.02
96,PAGS,CM3,2,17,0-6,2497,0.95
97,PAGS,CM3,2,17,6-10,1254,0.48
98,PAGS,CM3,2,17,10-14,433,0.16
99,PAGS,CM3,2,17,14-18,192,0.07
100,PAGS,CM3,2,17,18-22,103,0.04
101,PAGS,CM3,2,17,22+,31,0.01
102,PAGS,CM3,2,18,0-6,2339,0.89
103,PAGS,CM3,2,18,6-10,1099,0.42
104,PAGS,CM3,2,18,10-14,370,0.14
105,PAGS,CM3,2,18,14-18,131,0.05
106,PAGS,CM3,2,18,18-22,91,0.03
107,PAGS,CM3,2,18,22+,26,0.01
108,PAGS,CM3,2,19,0-6,2650,1.01
109,PAGS,CM3,2,19,6-10,973,0.37
110,PAGS,CM3,2,19,10-14,311,0.12
111,PAGS,CM3,2,19,14-18,108,0.04
112,PAGS,CM3,2,19,18-22,71,0.03
113,PAGS,CM3,2,19,22+,21,0.01
114,PAGS,CM3,2,20,0-6,3493,1.33
115,PAGS,CM3,2,20,6-10,1020,0.39
116,PAGS,CM3,2,20,10-14,298,0.11
117,PAGS,CM3,2,20,14-18,126,0.05
118,PAGS,CM3,2,20,18-22,59,0.02
119,PAGS,CM3,2,20,22+,28,0.01
120,PAGS,CM3,2,21,0-6,5891,2.24
121,PAGS,CM3,2,21,6-10,1380,0.53
122,PAGS,CM3,2,21,10-14,360,0.14
123,PAGS,CM3,2,21,14-18,137,0.05
124,PAGS,CM3,2,21,18-22,78,0.03
125,PAGS,CM3,2,21,22+,20,0.01
126,PAGS,CM3,2,22,0-6,10408,3.96
127,PAGS,CM3,2,22,6-10,4092,1.56
128,PAGS,CM3,2,22,10-14,621,0.24
129,PAGS,CM3,2,22,14-18,161,0.06
130,PAGS,CM3,2,22,18-22,48,0.02
131,PAGS,CM3,2,22,22+,9,0.0
132,PAGS,CM3,2,23,0-6,10239,3.9
133,PAGS,CM3,2,23,6-10,4725,1.8
134,PAGS,CM3,2,23,10-14,1012,0.39
135,PAGS,CM3,2,23,14-18,151,0.06
136,PAGS,CM3,2,23,18-22,43,0.02
137,PAGS,CM3,2,23,22+,11,0.0
138,PAGS,CM3,2,24,0-6,5700,2.17
139,PAGS,CM3,2,24,6-10,3526,1.34
140,PAGS,CM3,2,24,10-14,945,0.36
141,PAGS,CM3,2,24,14-18,160,0.06
142,PAGS,CM3,2,24,18-22,58,0.02
143,PAGS,CM3,2,24,22+,27,0.01
144,PAGS,CM3,2,25,0-6,3072,1.17
145,PAGS,CM3,2,25,6-10,2152,0.82
146,PAGS,CM3,2,25,10-14,623,0.24
147,PAGS,CM3,2,25,14-18,112,0.04
148,PAGS,CM3,2,25,18-22,34,0.01
149,PAGS,CM3,2,25,22+,15,0.01
150,PAGS,CM3,2,26,0-6,1681,0.64
151,PAGS,CM3,2,26,6-10,781,0.3
152,PAGS,CM3,2,26,10-14,174,0.07
153,PAGS,CM3,2,26,14-18,34,0.01
154,PAGS,CM3,2,26,18-22,18,0.01
155,PAGS,CM3,2,26,22+,0,0.0
156,PAGS,CM3,2,27,0-6,920,0.35
157,PAGS,CM3,2,27,6-10,156,0.06
158,PAGS,CM3,2,27,10-14,22,0.01
159,PAGS,CM3,2,27,14-18,2,0.0
160,PAGS,CM3,2,27,18-22,2,0.0
161,PAGS,CM3,2,27,22+,0,0.0
162,PAGS,CM3,2,28,0-6,594,0.23
163,PAGS,CM3,2,28,6-10,64,0.02
164,PAGS,CM3,2,28,10-14,3,0.0
165,PAGS,CM3,2,28,14-18,1,0.0
166,PAGS,CM3,2,28,18-22,0,0.0
167,PAGS,CM3,2,28,22+,0,0.0
168,PAGS,CM3,2,29,0-6,365,0.14
169,PAGS,CM3,2,29,6-10,35,0.01
170,PAGS,CM3,2,29,10-14,9,0.0
171,PAGS,CM3,2,29,14-18,2,0.0
172,PAGS,CM3,2,29,18-22,0,0.0
173,PAGS,CM3,2,29,22+,0,0.0
174,PAGS,CM3,2,30,0-6,398,0.15
175,PAGS,CM3,2,30,6-10,19,0.01
176,PAGS,CM3,2,30,10-14,3,0.0
177,PAGS,CM3,2,30,14-18,1,0.0
178,PAGS,CM3,2,30,18-22,0,0.0
179,PAGS,CM3,2,30,22+,0,0.0
180,PAGS,CM3,2,31,0-6,362,0.14
181,PAGS,CM3,2,31,6-10,34,0.01
182,PAGS,CM3,2,31,10-14,10,0.0
183,PAGS,CM3,2,31,14-18,0,0.0
184,PAGS,CM3,2,31,18-22,0,0.0
185,PAGS,CM3,2,31,22+,0,0.0
186,PAGS,CM3,2,32,0-6,438,0.17
187,PAGS,CM3,2,32,6-10,96,0.04
188,PAGS,CM3,2,32,10-14,9,0.0
189,PAGS,CM3,2,32,14-18,5,0.0
190,PAGS,CM3,2,32,18-22,0,0.0
191,PAGS,CM3,2,32,22+,0,0.0
192,PAGS,CM3,2,33,0-6,501,0.19
193,PAGS,CM3,2,33,6-10,173,0.07
194,PAGS,CM3,2,33,10-14,22,0.01
195,PAGS,CM3,2,33,14-18,4,0.0
196,PAGS,CM3,2,33,18-22,0,0.0
197,PAGS,CM3,2,33,22+,0,0.0
198,PAGS,CM3,2,34,0-6,768,0.29
199,PAGS,CM3,2,34,6-10,302,0.11
200,PAGS,CM3,2,34,10-14,46,0.02
201,PAGS,CM3,2,34,14-18,5,0.0
202,PAGS,CM3,2,34,18-22,9,0.0
203,PAGS,CM3,2,34,22+,0,0.0
204,PAGS,CM3,2,35,0-6,989,0.38
205,PAGS,CM3,2,35,6-10,416,0.16
206,PAGS,CM3,2,35,10-14,60,0.02
207,PAGS,CM3,2,35,14-18,8,0.0
208,PAGS,CM3,2,35,18-22,0,0.0
209,PAGS,CM3,2,35,22+,0,0.0
210,PAGS,CM3,2,0,0-6,1471,0.56
211,PAGS,CM3,2,0,6-10,708,0.27
212,PAGS,CM3,2,0,10-14,118,0.04
213,PAGS,CM3,2,0,14-18,8,0.0
214,PAGS,CM3,2,0,18-22,3,0.0
215,PAGS,CM3,2,0,22+,0,0.0
0,PAHO,ERA,0,1,0-6,3158,1.2
1,PAHO,ERA,0,1,6-10,2694,1.02
2,PAHO,ERA,0,1,10-14,2047,0.78
3,PAHO,ERA,0,1,14-18,679,0.26
4,PAHO,ERA,0,1,18-22,114,0.04
5,PAHO,ERA,0,1,22+,14,0.01
6,PAHO,ERA,0,2,0-6,4136,1.57
7,PAHO,ERA,0,2,6-10,4680,1.78
8,PAHO,ERA,0,2,10-14,4426,1.68
9,PAHO,ERA,0,2,14-18,1189,0.45
10,PAHO,ERA,0,2,18-22,267,0.1
11,PAHO,ERA,0,2,22+,28,0.01
12,PAHO,ERA,0,3,0-6,4320,1.64
13,PAHO,ERA,0,3,6-10,4101,1.56
14,PAHO,ERA,0,3,10-14,3172,1.21
15,PAHO,ERA,0,3,14-18,561,0.21
16,PAHO,ERA,0,3,18-22,74,0.03
17,PAHO,ERA,0,3,22+,5,0.0
18,PAHO,ERA,0,4,0-6,3390,1.29
19,PAHO,ERA,0,4,6-10,2005,0.76
20,PAHO,ERA,0,4,10-14,703,0.27
21,PAHO,ERA,0,4,14-18,57,0.02
22,PAHO,ERA,0,4,18-22,5,0.0
23,PAHO,ERA,0,4,22+,0,0.0
24,PAHO,ERA,0,5,0-6,2737,1.04
25,PAHO,ERA,0,5,6-10,921,0.35
26,PAHO,ERA,0,5,10-14,319,0.12
27,PAHO,ERA,0,5,14-18,42,0.02
28,PAHO,ERA,0,5,18-22,6,0.0
29,PAHO,ERA,0,5,22+,0,0.0
30,PAHO,ERA,0,6,0-6,2408,0.92
31,PAHO,ERA,0,6,6-10,701,0.27
32,PAHO,ERA,0,6,10-14,310,0.12
33,PAHO,ERA,0,6,14-18,43,0.02
34,PAHO,ERA,0,6,18-22,8,0.0
35,PAHO,ERA,0,6,22+,0,0.0
36,PAHO,ERA,0,7,0-6,2126,0.81
37,PAHO,ERA,0,7,6-10,773,0.29
38,PAHO,ERA,0,7,10-14,412,0.16
39,PAHO,ERA,0,7,14-18,70,0.03
40,PAHO,ERA,0,7,18-22,14,0.01
41,PAHO,ERA,0,7,22+,0,0.0
42,PAHO,ERA,0,8,0-6,2121,0.81
43,PAHO,ERA,0,8,6-10,1019,0.39
44,PAHO,ERA,0,8,10-14,688,0.26
45,PAHO,ERA,0,8,14-18,182,0.07
46,PAHO,ERA,0,8,18-22,46,0.02
47,PAHO,ERA,0,8,22+,7,0.0
48,PAHO,ERA,0,9,0-6,2270,0.86
49,PAHO,ERA,0,9,6-10,1326,0.5
50,PAHO,ERA,0,9,10-14,1071,0.41
51,PAHO,ERA,0,9,14-18,445,0.17
52,PAHO,ERA,0,9,18-22,165,0.06
53,PAHO,ERA,0,9,22+,46,0.02
54,PAHO,ERA,0,10,0-6,2581,0.98
55,PAHO,ERA,0,10,6-10,1798,0.68
56,PAHO,ERA,0,10,10-14,1902,0.72
57,PAHO,ERA,0,10,14-18,1148,0.44
58,PAHO,ERA,0,10,18-22,717,0.27
59,PAHO,ERA,0,10,22+,339,0.13
60,PAHO,ERA,0,11,0-6,2679,1.02
61,PAHO,ERA,0,11,6-10,2300,0.87
62,PAHO,ERA,0,11,10-14,2917,1.11
63,PAHO,ERA,0,11,14-18,2190,0.83
64,PAHO,ERA,0,11,18-22,1610,0.61
65,PAHO,ERA,0,11,22+,1011,0.38
66,PAHO,ERA,0,12,0-6,2799,1.06
67,PAHO,ERA,0,12,6-10,2693,1.02
68,PAHO,ERA,0,12,10-14,3549,1.35
69,PAHO,ERA,0,12,14-18,2224,0.85
70,PAHO,ERA,0,12,18-22,1532,0.58
71,PAHO,ERA,0,12,22+,600,0.23
72,PAHO,ERA,0,13,0-6,3126,1.19
73,PAHO,ERA,0,13,6-10,3078,1.17
74,PAHO,ERA,0,13,10-14,3174,1.21
75,PAHO,ERA,0,13,14-18,1569,0.6
76,PAHO,ERA,0,13,18-22,715,0.27
77,PAHO,ERA,0,13,22+,133,0.05
78,PAHO,ERA,0,14,0-6,3785,1.44
79,PAHO,ERA,0,14,6-10,3230,1.23
80,PAHO,ERA,0,14,10-14,2476,0.94
81,PAHO,ERA,0,14,14-18,736,0.28
82,PAHO,ERA,0,14,18-22,259,0.1
83,PAHO,ERA,0,14,22+,13,0.0
84,PAHO,ERA,0,15,0-6,4103,1.56
85,PAHO,ERA,0,15,6-10,3072,1.17
86,PAHO,ERA,0,15,10-14,1664,0.63
87,PAHO,ERA,0,15,14-18,398,0.15
88,PAHO,ERA,0,15,18-22,82,0.03
89,PAHO,ERA,0,15,22+,5,0.0
90,PAHO,ERA,0,16,0-6,3889,1.48
91,PAHO,ERA,0,16,6-10,2248,0.85
92,PAHO,ERA,0,16,10-14,981,0.37
93,PAHO,ERA,0,16,14-18,184,0.07
94,PAHO,ERA,0,16,18-22,37,0.01
95,PAHO,ERA,0,16,22+,3,0.0
96,PAHO,ERA,0,17,0-6,3504,1.33
97,PAHO,ERA,0,17,6-10,1503,0.57
98,PAHO,ERA,0,17,10-14,600,0.23
99,PAHO,ERA,0,17,14-18,110,0.04
100,PAHO,ERA,0,17,18-22,11,0.0
101,PAHO,ERA,0,17,22+,0,0.0
102,PAHO,ERA,0,18,0-6,2862,1.09
103,PAHO,ERA,0,18,6-10,1114,0.42
104,PAHO,ERA,0,18,10-14,388,0.15
105,PAHO,ERA,0,18,14-18,68,0.03
106,PAHO,ERA,0,18,18-22,9,0.0
107,PAHO,ERA,0,18,22+,0,0.0
108,PAHO,ERA,0,19,0-6,2494,0.95
109,PAHO,ERA,0,19,6-10,883,0.34
110,PAHO,ERA,0,19,10-14,256,0.1
111,PAHO,ERA,0,19,14-18,38,0.01
112,PAHO,ERA,0,19,18-22,3,0.0
113,PAHO,ERA,0,19,22+,0,0.0
114,PAHO,ERA,0,20,0-6,2246,0.85
115,PAHO,ERA,0,20,6-10,724,0.28
116,PAHO,ERA,0,20,10-14,279,0.11
117,PAHO,ERA,0,20,14-18,39,0.01
118,PAHO,ERA,0,20,18-22,9,0.0
119,PAHO,ERA,0,20,22+,0,0.0
120,PAHO,ERA,0,21,0-6,2339,0.89
121,PAHO,ERA,0,21,6-10,651,0.25
122,PAHO,ERA,0,21,10-14,331,0.13
123,PAHO,ERA,0,21,14-18,61,0.02
124,PAHO,ERA,0,21,18-22,2,0.0
125,PAHO,ERA,0,21,22+,0,0.0
126,PAHO,ERA,0,22,0-6,2523,0.96
127,PAHO,ERA,0,22,6-10,695,0.26
128,PAHO,ERA,0,22,10-14,251,0.1
129,PAHO,ERA,0,22,14-18,60,0.02
130,PAHO,ERA,0,22,18-22,3,0.0
131,PAHO,ERA,0,22,22+,1,0.0
132,PAHO,ERA,0,23,0-6,2744,1.04
133,PAHO,ERA,0,23,6-10,902,0.34
134,PAHO,ERA,0,23,10-14,330,0.13
135,PAHO,ERA,0,23,14-18,81,0.03
136,PAHO,ERA,0,23,18-22,7,0.0
137,PAHO,ERA,0,23,22+,0,0.0
138,PAHO,ERA,0,24,0-6,2709,1.03
139,PAHO,ERA,0,24,6-10,1012,0.38
140,PAHO,ERA,0,24,10-14,513,0.2
141,PAHO,ERA,0,24,14-18,118,0.04
142,PAHO,ERA,0,24,18-22,15,0.01
143,PAHO,ERA,0,24,22+,0,0.0
144,PAHO,ERA,0,25,0-6,2680,1.02
145,PAHO,ERA,0,25,6-10,1169,0.44
146,PAHO,ERA,0,25,10-14,681,0.26
147,PAHO,ERA,0,25,14-18,162,0.06
148,PAHO,ERA,0,25,18-22,13,0.0
149,PAHO,ERA,0,25,22+,0,0.0
150,PAHO,ERA,0,26,0-6,2464,0.94
151,PAHO,ERA,0,26,6-10,1102,0.42
152,PAHO,ERA,0,26,10-14,796,0.3
153,PAHO,ERA,0,26,14-18,156,0.06
154,PAHO,ERA,0,26,18-22,12,0.0
155,PAHO,ERA,0,26,22+,0,0.0
156,PAHO,ERA,0,27,0-6,2445,0.93
157,PAHO,ERA,0,27,6-10,754,0.29
158,PAHO,ERA,0,27,10-14,618,0.23
159,PAHO,ERA,0,27,14-18,95,0.04
160,PAHO,ERA,0,27,18-22,3,0.0
161,PAHO,ERA,0,27,22+,0,0.0
162,PAHO,ERA,0,28,0-6,2264,0.86
163,PAHO,ERA,0,28,6-10,518,0.2
164,PAHO,ERA,0,28,10-14,377,0.14
165,PAHO,ERA,0,28,14-18,71,0.03
166,PAHO,ERA,0,28,18-22,14,0.01
167,PAHO,ERA,0,28,22+,0,0.0
168,PAHO,ERA,0,29,0-6,1970,0.75
169,PAHO,ERA,0,29,6-10,391,0.15
170,PAHO,ERA,0,29,10-14,288,0.11
171,PAHO,ERA,0,29,14-18,58,0.02
172,PAHO,ERA,0,29,18-22,5,0.0
173,PAHO,ERA,0,29,22+,0,0.0
174,PAHO,ERA,0,30,0-6,1668,0.63
175,PAHO,ERA,0,30,6-10,322,0.12
176,PAHO,ERA,0,30,10-14,274,0.1
177,PAHO,ERA,0,30,14-18,37,0.01
178,PAHO,ERA,0,30,18-22,0,0.0
179,PAHO,ERA,0,30,22+,0,0.0
180,PAHO,ERA,0,31,0-6,1402,0.53
181,PAHO,ERA,0,31,6-10,270,0.1
182,PAHO,ERA,0,31,10-14,152,0.06
183,PAHO,ERA,0,31,14-18,20,0.01
184,PAHO,ERA,0,31,18-22,0,0.0
185,PAHO,ERA,0,31,22+,0,0.0
186,PAHO,ERA,0,32,0-6,1289,0.49
187,PAHO,ERA,0,32,6-10,247,0.09
188,PAHO,ERA,0,32,10-14,112,0.04
189,PAHO,ERA,0,32,14-18,12,0.0
190,PAHO,ERA,0,32,18-22,3,0.0
191,PAHO,ERA,0,32,22+,0,0.0
192,PAHO,ERA,0,33,0-6,1347,0.51
193,PAHO,ERA,0,33,6-10,261,0.1
194,PAHO,ERA,0,33,10-14,117,0.04
195,PAHO,ERA,0,33,14-18,20,0.01
196,PAHO,ERA,0,33,18-22,7,0.0
197,PAHO,ERA,0,33,22+,0,0.0
198,PAHO,ERA,0,34,0-6,1560,0.59
199,PAHO,ERA,0,34,6-10,345,0.13
200,PAHO,ERA,0,34,10-14,144,0.05
201,PAHO,ERA,0,34,14-18,22,0.01
202,PAHO,ERA,0,34,18-22,5,0.0
203,PAHO,ERA,0,34,22+,0,0.0
204,PAHO,ERA,0,35,0-6,1811,0.69
205,PAHO,ERA,0,35,6-10,572,0.22
206,PAHO,ERA,0,35,10-14,234,0.09
207,PAHO,ERA,0,35,14-18,56,0.02
208,PAHO,ERA,0,35,18-22,3,0.0
209,PAHO,ERA,0,35,22+,0,0.0
210,PAHO,ERA,0,0,0-6,2341,0.89
211,PAHO,ERA,0,0,6-10,1080,0.41
212,PAHO,ERA,0,0,10-14,572,0.22
213,PAHO,ERA,0,0,14-18,184,0.07
214,PAHO,ERA,0,0,18-22,32,0.01
215,PAHO,ERA,0,0,22+,5,0.0
0,PAHO,CCSM4,1,1,0-6,4008,1.53
1,PAHO,CCSM4,1,1,6-10,2327,0.89
2,PAHO,CCSM4,1,1,10-14,986,0.38
3,PAHO,CCSM4,1,1,14-18,291,0.11
4,PAHO,CCSM4,1,1,18-22,38,0.01
5,PAHO,CCSM4,1,1,22+,4,0.0
6,PAHO,CCSM4,1,2,0-6,4608,1.75
7,PAHO,CCSM4,1,2,6-10,4445,1.69
8,PAHO,CCSM4,1,2,10-14,3101,1.18
9,PAHO,CCSM4,1,2,14-18,808,0.31
