,sid,gcm,decadal_group,direction_class,speed_range,count,frequency
191,PANI,CCSM4,2,32,22+,0,0.0
192,PANI,CCSM4,2,33,0-6,1565,0.6
193,PANI,CCSM4,2,33,6-10,584,0.22
194,PANI,CCSM4,2,33,10-14,96,0.04
195,PANI,CCSM4,2,33,14-18,4,0.0
196,PANI,CCSM4,2,33,18-22,0,0.0
197,PANI,CCSM4,2,33,22+,0,0.0
198,PANI,CCSM4,2,34,0-6,1854,0.71
199,PANI,CCSM4,2,34,6-10,801,0.3
200,PANI,CCSM4,2,34,10-14,139,0.05
201,PANI,CCSM4,2,34,14-18,10,0.0
202,PANI,CCSM4,2,34,18-22,0,0.0
203,PANI,CCSM4,2,34,22+,0,0.0
204,PANI,CCSM4,2,35,0-6,2103,0.8
205,PANI,CCSM4,2,35,6-10,1027,0.39
206,PANI,CCSM4,2,35,10-14,210,0.08
207,PANI,CCSM4,2,35,14-18,24,0.01
208,PANI,CCSM4,2,35,18-22,1,0.0
209,PANI,CCSM4,2,35,22+,0,0.0
210,PANI,CCSM4,2,0,0-6,2182,0.83
211,PANI,CCSM4,2,0,6-10,1289,0.49
212,PANI,CCSM4,2,0,10-14,246,0.09
213,PANI,CCSM4,2,0,14-18,43,0.02
214,PANI,CCSM4,2,0,18-22,7,0.0
215,PANI,CCSM4,2,0,22+,0,0.0
0,PANI,CM3,1,1,0-6,3182,1.21
1,PANI,CM3,1,1,6-10,2849,1.08
2,PANI,CM3,1,1,10-14,1173,0.45
3,PANI,CM3,1,1,14-18,424,0.16
4,PANI,CM3,1,1,18-22,70,0.03
5,PANI,CM3,1,1,22+,4,0.0
6,PANI,CM3,1,2,0-6,3110,1.18
7,PANI,CM3,1,2,6-10,2948,1.12
8,PANI,CM3,1,2,10-14,1166,0.44
9,PANI,CM3,1,2,14-18,336,0.13
10,PANI,CM3,1,2,18-22,41,0.02
11,PANI,CM3,1,2,22+,4,0.0
12,PANI,CM3,1,3,0-6,2869,1.09
13,PANI,CM3,1,3,6-10,2580,0.98
14,PANI,CM3,1,3,10-14,843,0.32
15,PANI,CM3,1,3,14-18,161,0.06
16,PANI,CM3,1,3,18-22,25,0.01
17,PANI,CM3,1,3,22+,1,0.0
18,PANI,CM3,1,4,0-6,2740,1.04
19,PANI,CM3,1,4,6-10,2200,0.84
20,PANI,CM3,1,4,10-14,564,0.21
21,PANI,CM3,1,4,14-18,148,0.06
22,PANI,CM3,1,4,18-22,5,0.0
23,PANI,CM3,1,4,22+,0,0.0
24,PANI,CM3,1,5,0-6,2639,1.0
25,PANI,CM3,1,5,6-10,1940,0.74
26,PANI,CM3,1,5,10-14,569,0.22
27,PANI,CM3,1,5,14-18,126,0.05
28,PANI,CM3,1,5,18-22,11,0.0
29,PANI,CM3,1,5,22+,1,0.0
30,PANI,CM3,1,6,0-6,2750,1.05
31,PANI,CM3,1,6,6-10,1896,0.72
32,PANI,CM3,1,6,10-14,577,0.22
33,PANI,CM3,1,6,14-18,146,0.06
34,PANI,CM3,1,6,18-22,18,0.01
35,PANI,CM3,1,6,22+,5,0.0
36,PANI,CM3,1,7,0-6,2988,1.14
37,PANI,CM3,1,7,6-10,2264,0.86
38,PANI,CM3,1,7,10-14,701,0.27
39,PANI,CM3,1,7,14-18,245,0.09
40,PANI,CM3,1,7,18-22,38,0.01
41,PANI,CM3,1,7,22+,9,0.0
42,PANI,CM3,1,8,0-6,3210,1.22
43,PANI,CM3,1,8,6-10,2521,0.96
44,PANI,CM3,1,8,10-14,820,0.31
45,PANI,CM3,1,8,14-18,325,0.12
46,PANI,CM3,1,8,18-22,44,0.02
47,PANI,CM3,1,8,22+,13,0.0
48,PANI,CM3,1,9,0-6,3535,1.35
49,PANI,CM3,1,9,6-10,2361,0.9
50,PANI,CM3,1,9,10-14,907,0.35
51,PANI,CM3,1,9,14-18,289,0.11
52,PANI,CM3,1,9,18-22,76,0.03
53,PANI,CM3,1,9,22+,8,0.0
54,PANI,CM3,1,10,0-6,3732,1.42
55,PANI,CM3,1,10,6-10,2600,0.99
56,PANI,CM3,1,10,10-14,1054,0.4
57,PANI,CM3,1,10,14-18,375,0.14
58,PANI,CM3,1,10,18-22,84,0.03
59,PANI,CM3,1,10,22+,10,0.0
60,PANI,CM3,1,11,0-6,4134,1.57
61,PANI,CM3,1,11,6-10,3392,1.29
62,PANI,CM3,1,11,10-14,1419,0.54
63,PANI,CM3,1,11,14-18,578,0.22
64,PANI,CM3,1,11,18-22,158,0.06
65,PANI,CM3,1,11,22+,64,0.02
66,PANI,CM3,1,12,0-6,4473,1.7
67,PANI,CM3,1,12,6-10,4432,1.69
68,PANI,CM3,1,12,10-14,2067,0.79
69,PANI,CM3,1,12,14-18,1019,0.39
70,PANI,CM3,1,12,18-22,296,0.11
71,PANI,CM3,1,12,22+,139,0.05
72,PANI,CM3,1,13,0-6,4602,1.75
73,PANI,CM3,1,13,6-10,4640,1.77
74,PANI,CM3,1,13,10-14,2243,0.85
75,PANI,CM3,1,13,14-18,1151,0.44
76,PANI,CM3,1,13,18-22,458,0.17
77,PANI,CM3,1,13,22+,251,0.1
78,PANI,CM3,1,14,0-6,3733,1.42
79,PANI,CM3,1,14,6-10,3799,1.45
80,PANI,CM3,1,14,10-14,1871,0.71
81,PANI,CM3,1,14,14-18,920,0.35
82,PANI,CM3,1,14,18-22,339,0.13
83,PANI,CM3,1,14,22+,256,0.1
84,PANI,CM3,1,15,0-6,2694,1.03
85,PANI,CM3,1,15,6-10,2431,0.93
86,PANI,CM3,1,15,10-14,1026,0.39
87,PANI,CM3,1,15,14-18,500,0.19
88,PANI,CM3,1,15,18-22,187,0.07
89,PANI,CM3,1,15,22+,94,0.04
90,PANI,CM3,1,16,0-6,1976,0.75
91,PANI,CM3,1,16,6-10,1394,0.53
92,PANI,CM3,1,16,10-14,443,0.17
93,PANI,CM3,1,16,14-18,157,0.06
94,PANI,CM3,1,16,18-22,43,0.02
95,PANI,CM3,1,16,22+,5,0.0
96,PANI,CM3,1,17,0-6,1707,0.65
97,PANI,CM3,1,17,6-10,907,0.35
98,PANI,CM3,1,17,10-14,242,0.09
99,PANI,CM3,1,17,14-18,54,0.02
100,PANI,CM3,1,17,18-22,25,0.01
101,PANI,CM3,1,17,22+,4,0.0
102,PANI,CM3,1,18,0-6,1499,0.57
103,PANI,CM3,1,18,6-10,792,0.3
104,PANI,CM3,1,18,10-14,203,0.08
105,PANI,CM3,1,18,14-18,102,0.04
106,PANI,CM3,1,18,18-22,17,0.01
107,PANI,CM3,1,18,22+,3,0.0
108,PANI,CM3,1,19,0-6,1548,0.59
109,PANI,CM3,1,19,6-10,893,0.34
110,PANI,CM3,1,19,10-14,326,0.12
111,PANI,CM3,1,19,14-18,123,0.05
112,PANI,CM3,1,19,18-22,26,0.01
113,PANI,CM3,1,19,22+,6,0.0
114,PANI,CM3,1,20,0-6,1796,0.68
115,PANI,CM3,1,20,6-10,1280,0.49
116,PANI,CM3,1,20,10-14,558,0.21
117,PANI,CM3,1,20,14-18,173,0.07
118,PANI,CM3,1,20,18-22,23,0.01
119,PANI,CM3,1,20,22+,14,0.01
120,PANI,CM3,1,21,0-6,2277,0.87
121,PANI,CM3,1,21,6-10,1826,0.69
122,PANI,CM3,1,21,10-14,840,0.32
123,PANI,CM3,1,21,14-18,291,0.11
124,PANI,CM3,1,21,18-22,60,0.02
125,PANI,CM3,1,21,22+,19,0.01
126,PANI,CM3,1,22,0-6,2777,1.06
127,PANI,CM3,1,22,6-10,2847,1.08
128,PANI,CM3,1,22,10-14,1110,0.42
129,PANI,CM3,1,22,14-18,401,0.15
130,PANI,CM3,1,22,18-22,70,0.03
131,PANI,CM3,1,22,22+,27,0.01
132,PANI,CM3,1,23,0-6,3017,1.15
133,PANI,CM3,1,23,6-10,2742,1.04
134,PANI,CM3,1,23,10-14,911,0.35
135,PANI,CM3,1,23,14-18,239,0.09
136,PANI,CM3,1,23,18-22,55,0.02
137,PANI,CM3,1,23,22+,14,0.01
138,PANI,CM3,1,24,0-6,2915,1.11
139,PANI,CM3,1,24,6-10,2240,0.85
140,PANI,CM3,1,24,10-14,586,0.22
141,PANI,CM3,1,24,14-18,187,0.07
142,PANI,CM3,1,24,18-22,36,0.01
143,PANI,CM3,1,24,22+,12,0.0
144,PANI,CM3,1,25,0-6,2602,0.99
145,PANI,CM3,1,25,6-10,2022,0.77
146,PANI,CM3,1,25,10-14,563,0.21
147,PANI,CM3,1,25,14-18,146,0.06
148,PANI,CM3,1,25,18-22,28,0.01
149,PANI,CM3,1,25,22+,1,0.0
150,PANI,CM3,1,26,0-6,2720,1.04
151,PANI,CM3,1,26,6-10,1740,0.66
152,PANI,CM3,1,26,10-14,476,0.18
153,PANI,CM3,1,26,14-18,156,0.06
154,PANI,CM3,1,26,18-22,16,0.01
155,PANI,CM3,1,26,22+,8,0.0
156,PANI,CM3,1,27,0-6,2596,0.99
157,PANI,CM3,1,27,6-10,1586,0.6
158,PANI,CM3,1,27,10-14,430,0.16
159,PANI,CM3,1,27,14-18,105,0.04
160,PANI,CM3,1,27,18-22,12,0.0
161,PANI,CM3,1,27,22+,2,0.0
162,PANI,CM3,1,28,0-6,2153,0.82
163,PANI,CM3,1,28,6-10,1383,0.53
164,PANI,CM3,1,28,10-14,386,0.15
165,PANI,CM3,1,28,14-18,71,0.03
166,PANI,CM3,1,28,18-22,5,0.0
167,PANI,CM3,1,28,22+,0,0.0
168,PANI,CM3,1,29,0-6,1942,0.74
169,PANI,CM3,1,29,6-10,1125,0.43
170,PANI,CM3,1,29,10-14,303,0.12
171,PANI,CM3,1,29,14-18,76,0.03
172,PANI,CM3,1,29,18-22,6,0.0
173,PANI,CM3,1,29,22+,0,0.0
174,PANI,CM3,1,30,0-6,1825,0.69
175,PANI,CM3,1,30,6-10,945,0.36
176,PANI,CM3,1,30,10-14,239,0.09
177,PANI,CM3,1,30,14-18,46,0.02
178,PANI,CM3,1,30,18-22,7,0.0
179,PANI,CM3,1,30,22+,0,0.0
180,PANI,CM3,1,31,0-6,1704,0.65
181,PANI,CM3,1,31,6-10,978,0.37
182,PANI,CM3,1,31,10-14,225,0.09
183,PANI,CM3,1,31,14-18,23,0.01
184,PANI,CM3,1,31,18-22,3,0.0
185,PANI,CM3,1,31,22+,0,0.0
186,PANI,CM3,1,32,0-6,1902,0.72
187,PANI,CM3,1,32,6-10,913,0.35
188,PANI,CM3,1,32,10-14,217,0.08
189,PANI,CM3,1,32,14-18,26,0.01
190,PANI,CM3,1,32,18-22,1,0.0
191,PANI,CM3,1,32,22+,0,0.0
192,PANI,CM3,1,33,0-6,1985,0.76
193,PANI,CM3,1,33,6-10,1231,0.47
194,PANI,CM3,1,33,10-14,370,0.14
195,PANI,CM3,1,33,14-18,79,0.03
196,PANI,CM3,1,33,18-22,0,0.0
197,PANI,CM3,1,33,22+,0,0.0
198,PANI,CM3,1,34,0-6,2380,0.91
199,PANI,CM3,1,34,6-10,1533,0.58
200,PANI,CM3,1,34,10-14,468,0.18
201,PANI,CM3,1,34,14-18,117,0.04
202,PANI,CM3,1,34,18-22,5,0.0
203,PANI,CM3,1,34,22+,0,0.0
204,PANI,CM3,1,35,0-6,2685,1.02
205,PANI,CM3,1,35,6-10,1790,0.68
206,PANI,CM3,1,35,10-14,632,0.24
207,PANI,CM3,1,35,14-18,124,0.05
208,PANI,CM3,1,35,18-22,13,0.0
209,PANI,CM3,1,35,22+,0,0.0
210,PANI,CM3,1,0,0-6,3070,1.17
211,PANI,CM3,1,0,6-10,2186,0.83
212,PANI,CM3,1,0,10-14,1111,0.42
213,PANI,CM3,1,0,14-18,251,0.1
214,PANI,CM3,1,0,18-22,17,0.01
215,PANI,CM3,1,0,22+,0,0.0
0,PANI,CM3,2,1,0-6,2476,0.94
1,PANI,CM3,2,1,6-10,2163,0.82
2,PANI,CM3,2,1,10-14,757,0.29
3,PANI,CM3,2,1,14-18,270,0.1
4,PANI,CM3,2,1,18-22,36,0.01
5,PANI,CM3,2,1,22+,10,0.0
6,PANI,CM3,2,2,0-6,2657,1.01
7,PANI,CM3,2,2,6-10,2522,0.96
8,PANI,CM3,2,2,10-14,970,0.37
9,PANI,CM3,2,2,14-18,305,0.12
10,PANI,CM3,2,2,18-22,38,0.01
11,PANI,CM3,2,2,22+,4,0.0
12,PANI,CM3,2,3,0-6,2688,1.02
13,PANI,CM3,2,3,6-10,2292,0.87
14,PANI,CM3,2,3,10-14,807,0.31
15,PANI,CM3,2,3,14-18,261,0.1
16,PANI,CM3,2,3,18-22,32,0.01
17,PANI,CM3,2,3,22+,21,0.01
18,PANI,CM3,2,4,0-6,2546,0.97
19,PANI,CM3,2,4,6-10,1828,0.7
20,PANI,CM3,2,4,10-14,550,0.21
21,PANI,CM3,2,4,14-18,157,0.06
22,PANI,CM3,2,4,18-22,25,0.01
23,PANI,CM3,2,4,22+,0,0.0
24,PANI,CM3,2,5,0-6,2332,0.89
25,PANI,CM3,2,5,6-10,1669,0.64
26,PANI,CM3,2,5,10-14,533,0.2
27,PANI,CM3,2,5,14-18,131,0.05
28,PANI,CM3,2,5,18-22,19,0.01
29,PANI,CM3,2,5,22+,5,0.0
30,PANI,CM3,2,6,0-6,2443,0.93
31,PANI,CM3,2,6,6-10,1632,0.62
32,PANI,CM3,2,6,10-14,436,0.17
33,PANI,CM3,2,6,14-18,148,0.06
34,PANI,CM3,2,6,18-22,46,0.02
35,PANI,CM3,2,6,22+,14,0.01
36,PANI,CM3,2,7,0-6,2775,1.06
37,PANI,CM3,2,7,6-10,1915,0.73
38,PANI,CM3,2,7,10-14,669,0.25
39,PANI,CM3,2,7,14-18,264,0.1
40,PANI,CM3,2,7,18-22,58,0.02
41,PANI,CM3,2,7,22+,21,0.01
42,PANI,CM3,2,8,0-6,3062,1.17
43,PANI,CM3,2,8,6-10,2344,0.89
44,PANI,CM3,2,8,10-14,741,0.28
45,PANI,CM3,2,8,14-18,288,0.11
46,PANI,CM3,2,8,18-22,42,0.02
47,PANI,CM3,2,8,22+,11,0.0
48,PANI,CM3,2,9,0-6,3207,1.22
49,PANI,CM3,2,9,6-10,2238,0.85
50,PANI,CM3,2,9,10-14,779,0.3
51,PANI,CM3,2,9,14-18,289,0.11
52,PANI,CM3,2,9,18-22,80,0.03
53,PANI,CM3,2,9,22+,19,0.01
54,PANI,CM3,2,10,0-6,3109,1.18
55,PANI,CM3,2,10,6-10,2285,0.87
56,PANI,CM3,2,10,10-14,976,0.37
57,PANI,CM3,2,10,14-18,431,0.16
58,PANI,CM3,2,10,18-22,101,0.04
59,PANI,CM3,2,10,22+,35,0.01
60,PANI,CM3,2,11,0-6,3353,1.28
61,PANI,CM3,2,11,6-10,3022,1.15
62,PANI,CM3,2,11,10-14,1400,0.53
63,PANI,CM3,2,11,14-18,560,0.21
64,PANI,CM3,2,11,18-22,194,0.07
65,PANI,CM3,2,11,22+,110,0.04
66,PANI,CM3,2,12,0-6,3978,1.51
67,PANI,CM3,2,12,6-10,3734,1.42
68,PANI,CM3,2,12,10-14,2055,0.78
69,PANI,CM3,2,12,14-18,969,0.37
70,PANI,CM3,2,12,18-22,457,0.17
71,PANI,CM3,2,12,22+,311,0.12
72,PANI,CM3,2,13,0-6,4338,1.65
73,PANI,CM3,2,13,6-10,4697,1.79
74,PANI,CM3,2,13,10-14,2327,0.89
75,PANI,CM3,2,13,14-18,1200,0.46
76,PANI,CM3,2,13,18-22,573,0.22
77,PANI,CM3,2,13,22+,538,0.2
78,PANI,CM3,2,14,0-6,3917,1.49
79,PANI,CM3,2,14,6-10,4149,1.58
80,PANI,CM3,2,14,10-14,2001,0.76
81,PANI,CM3,2,14,14-18,1035,0.39
82,PANI,CM3,2,14,18-22,470,0.18
83,PANI,CM3,2,14,22+,373,0.14
84,PANI,CM3,2,15,0-6,2956,1.12
85,PANI,CM3,2,15,6-10,2624,1.0
86,PANI,CM3,2,15,10-14,1140,0.43
87,PANI,CM3,2,15,14-18,583,0.22
88,PANI,CM3,2,15,18-22,307,0.12
89,PANI,CM3,2,15,22+,185,0.07
90,PANI,CM3,2,16,0-6,2227,0.85
91,PANI,CM3,2,16,6-10,1431,0.54
92,PANI,CM3,2,16,10-14,537,0.2
93,PANI,CM3,2,16,14-18,259,0.1
94,PANI,CM3,2,16,18-22,78,0.03
95,PANI,CM3,2,16,22+,37,0.01
96,PANI,CM3,2,17,0-6,1777,0.68
97,PANI,CM3,2,17,6-10,1087,0.41
98,PANI,CM3,2,17,10-14,402,0.15
99,PANI,CM3,2,17,14-18,163,0.06
100,PANI,CM3,2,17,18-22,35,0.01
101,PANI,CM3,2,17,22+,13,0.0
102,PANI,CM3,2,18,0-6,1677,0.64
103,PANI,CM3,2,18,6-10,961,0.37
104,PANI,CM3,2,18,10-14,351,0.13
105,PANI,CM3,2,18,14-18,180,0.07
106,PANI,CM3,2,18,18-22,48,0.02
107,PANI,CM3,2,18,22+,15,0.01
108,PANI,CM3,2,19,0-6,1739,0.66
109,PANI,CM3,2,19,6-10,1116,0.42
110,PANI,CM3,2,19,10-14,458,0.17
111,PANI,CM3,2,19,14-18,282,0.11
112,PANI,CM3,2,19,18-22,69,0.03
113,PANI,CM3,2,19,22+,30,0.01
114,PANI,CM3,2,20,0-6,1901,0.72
115,PANI,CM3,2,20,6-10,1464,0.56
116,PANI,CM3,2,20,10-14,606,0.23
117,PANI,CM3,2,20,14-18,380,0.14
118,PANI,CM3,2,20,18-22,132,0.05
119,PANI,CM3,2,20,22+,53,0.02
120,PANI,CM3,2,21,0-6,2413,0.92
121,PANI,CM3,2,21,6-10,2285,0.87
122,PANI,CM3,2,21,10-14,1108,0.42
123,PANI,CM3,2,21,14-18,497,0.19
124,PANI,CM3,2,21,18-22,197,0.07
125,PANI,CM3,2,21,22+,71,0.03
126,PANI,CM3,2,22,0-6,3101,1.18
127,PANI,CM3,2,22,6-10,3236,1.23
128,PANI,CM3,2,22,10-14,1288,0.49
129,PANI,CM3,2,22,14-18,552,0.21
130,PANI,CM3,2,22,18-22,188,0.07
131,PANI,CM3,2,22,22+,55,0.02
132,PANI,CM3,2,23,0-6,3333,1.27
133,PANI,CM3,2,23,6-10,3149,1.2
134,PANI,CM3,2,23,10-14,1148,0.44
135,PANI,CM3,2,23,14-18,460,0.18
136,PANI,CM3,2,23,18-22,134,0.05
137,PANI,CM3,2,23,22+,28,0.01
138,PANI,CM3,2,24,0-6,3258,1.24
139,PANI,CM3,2,24,6-10,2621,1.0
140,PANI,CM3,2,24,10-14,765,0.29
141,PANI,CM3,2,24,14-18,334,0.13
142,PANI,CM3,2,24,18-22,51,0.02
143,PANI,CM3,2,24,22+,21,0.01
144,PANI,CM3,2,25,0-6,3185,1.21
145,PANI,CM3,2,25,6-10,2236,0.85
146,PANI,CM3,2,25,10-14,627,0.24
147,PANI,CM3,2,25,14-18,258,0.1
148,PANI,CM3,2,25,18-22,43,0.02
149,PANI,CM3,2,25,22+,8,0.0
150,PANI,CM3,2,26,0-6,2901,1.1
151,PANI,CM3,2,26,6-10,1832,0.7
152,PANI,CM3,2,26,10-14,530,0.2
153,PANI,CM3,2,26,14-18,154,0.06
154,PANI,CM3,2,26,18-22,29,0.01
155,PANI,CM3,2,26,22+,9,0.0
156,PANI,CM3,2,27,0-6,2724,1.04
157,PANI,CM3,2,27,6-10,1550,0.59
158,PANI,CM3,2,27,10-14,509,0.19
159,PANI,CM3,2,27,14-18,157,0.06
160,PANI,CM3,2,27,18-22,15,0.01
161,PANI,CM3,2,27,22+,7,0.0
162,PANI,CM3,2,28,0-6,2421,0.92
163,PANI,CM3,2,28,6-10,1410,0.54
164,PANI,CM3,2,28,10-14,510,0.19
165,PANI,CM3,2,28,14-18,122,0.05
166,PANI,CM3,2,28,18-22,25,0.01
167,PANI,CM3,2,28,22+,3,0.0
168,PANI,CM3,2,29,0-6,2006,0.76
169,PANI,CM3,2,29,6-10,1180,0.45
170,PANI,CM3,2,29,10-14,332,0.13
171,PANI,CM3,2,29,14-18,127,0.05
172,PANI,CM3,2,29,18-22,15,0.01
173,PANI,CM3,2,29,22+,1,0.0
174,PANI,CM3,2,30,0-6,1736,0.66
175,PANI,CM3,2,30,6-10,965,0.37
176,PANI,CM3,2,30,10-14,299,0.11
177,PANI,CM3,2,30,14-18,99,0.04
178,PANI,CM3,2,30,18-22,5,0.0
179,PANI,CM3,2,30,22+,0,0.0
180,PANI,CM3,2,31,0-6,1742,0.66
181,PANI,CM3,2,31,6-10,849,0.32
182,PANI,CM3,2,31,10-14,210,0.08
183,PANI,CM3,2,31,14-18,41,0.02
184,PANI,CM3,2,31,18-22,4,0.0
185,PANI,CM3,2,31,22+,0,0.0
186,PANI,CM3,2,32,0-6,1841,0.7
187,PANI,CM3,2,32,6-10,857,0.33
188,PANI,CM3,2,32,10-14,134,0.05
189,PANI,CM3,2,32,14-18,25,0.01
190,PANI,CM3,2,32,18-22,1,0.0
191,PANI,CM3,2,32,22+,0,0.0
192,PANI,CM3,2,33,0-6,1941,0.74
193,PANI,CM3,2,33,6-10,1146,0.44
194,PANI,CM3,2,33,10-14,271,0.1
195,PANI,CM3,2,33,14-18,43,0.02
196,PANI,CM3,2,33,18-22,1,0.0
197,PANI,CM3,2,33,22+,0,0.0
198,PANI,CM3,2,34,0-6,2062,0.78
199,PANI,CM3,2,34,6-10,1292,0.49
200,PANI,CM3,2,34,10-14,343,0.13
201,PANI,CM3,2,34,14-18,67,0.03
202,PANI,CM3,2,34,18-22,3,0.0
203,PANI,CM3,2,34,22+,0,0.0
204,PANI,CM3,2,35,0-6,2025,0.77
205,PANI,CM3,2,35,6-10,1451,0.55
206,PANI,CM3,2,35,10-14,384,0.15
207,PANI,CM3,2,35,14-18,107,0.04
208,PANI,CM3,2,35,18-22,8,0.0
209,PANI,CM3,2,35,22+,1,0.0
210,PANI,CM3,2,0,0-6,2330,0.89
211,PANI,CM3,2,0,6-10,1673,0.64
212,PANI,CM3,2,0,10-14,603,0.23
213,PANI,CM3,2,0,14-18,193,0.07
214,PANI,CM3,2,0,18-22,47,0.02
215,PANI,CM3,2,0,22+,8,0.0
0,PANT,ERA,0,1,0-6,879,0.33
1,PANT,ERA,0,1,6-10,259,0.1
2,PANT,ERA,0,1,10-14,59,0.02
3,PANT,ERA,0,1,14-18,4,0.0
4,PANT,ERA,0,1,18-22,1,0.0
5,PANT,ERA,0,1,22+,0,0.0
6,PANT,ERA,0,2,0-6,967,0.37
7,PANT,ERA,0,2,6-10,383,0.15
8,PANT,ERA,0,2,10-14,76,0.03
9,PANT,ERA,0,2,14-18,7,0.0
10,PANT,ERA,0,2,18-22,0,0.0
11,PANT,ERA,0,2,22+,0,0.0
12,PANT,ERA,0,3,0-6,948,0.36
13,PANT,ERA,0,3,6-10,624,0.24
14,PANT,ERA,0,3,10-14,186,0.07
15,PANT,ERA,0,3,14-18,23,0.01
16,PANT,ERA,0,3,18-22,0,0.0
17,PANT,ERA,0,3,22+,0,0.0
18,PANT,ERA,0,4,0-6,880,0.33
19,PANT,ERA,0,4,6-10,878,0.33
20,PANT,ERA,0,4,10-14,426,0.16
21,PANT,ERA,0,4,14-18,83,0.03
22,PANT,ERA,0,4,18-22,5,0.0
23,PANT,ERA,0,4,22+,0,0.0
24,PANT,ERA,0,5,0-6,1012,0.38
25,PANT,ERA,0,5,6-10,1097,0.42
26,PANT,ERA,0,5,10-14,908,0.35
27,PANT,ERA,0,5,14-18,291,0.11
28,PANT,ERA,0,5,18-22,98,0.04
29,PANT,ERA,0,5,22+,13,0.0
30,PANT,ERA,0,6,0-6,1133,0.43
31,PANT,ERA,0,6,6-10,1368,0.52
32,PANT,ERA,0,6,10-14,1103,0.42
33,PANT,ERA,0,6,14-18,448,0.17
34,PANT,ERA,0,6,18-22,284,0.11
35,PANT,ERA,0,6,22+,35,0.01
36,PANT,ERA,0,7,0-6,1371,0.52
37,PANT,ERA,0,7,6-10,1735,0.66
38,PANT,ERA,0,7,10-14,1774,0.67
39,PANT,ERA,0,7,14-18,869,0.33
40,PANT,ERA,0,7,18-22,493,0.19
41,PANT,ERA,0,7,22+,90,0.03
42,PANT,ERA,0,8,0-6,1515,0.58
43,PANT,ERA,0,8,6-10,2097,0.8
44,PANT,ERA,0,8,10-14,2126,0.81
45,PANT,ERA,0,8,14-18,1021,0.39
46,PANT,ERA,0,8,18-22,590,0.22
47,PANT,ERA,0,8,22+,223,0.08
48,PANT,ERA,0,9,0-6,1591,0.6
49,PANT,ERA,0,9,6-10,1856,0.71
50,PANT,ERA,0,9,10-14,1453,0.55
51,PANT,ERA,0,9,14-18,519,0.2
52,PANT,ERA,0,9,18-22,234,0.09
53,PANT,ERA,0,9,22+,59,0.02
54,PANT,ERA,0,10,0-6,1585,0.6
55,PANT,ERA,0,10,6-10,1672,0.64
56,PANT,ERA,0,10,10-14,1213,0.46
57,PANT,ERA,0,10,14-18,385,0.15
58,PANT,ERA,0,10,18-22,141,0.05
59,PANT,ERA,0,10,22+,9,0.0
60,PANT,ERA,0,11,0-6,1678,0.64
61,PANT,ERA,0,11,6-10,1631,0.62
62,PANT,ERA,0,11,10-14,1224,0.47
63,PANT,ERA,0,11,14-18,401,0.15
64,PANT,ERA,0,11,18-22,165,0.06
65,PANT,ERA,0,11,22+,24,0.01
66,PANT,ERA,0,12,0-6,1768,0.67
67,PANT,ERA,0,12,6-10,1728,0.66
68,PANT,ERA,0,12,10-14,1491,0.57
69,PANT,ERA,0,12,14-18,617,0.23
70,PANT,ERA,0,12,18-22,300,0.11
71,PANT,ERA,0,12,22+,74,0.03
72,PANT,ERA,0,13,0-6,2054,0.78
73,PANT,ERA,0,13,6-10,2258,0.86
74,PANT,ERA,0,13,10-14,2341,0.89
75,PANT,ERA,0,13,14-18,1213,0.46
76,PANT,ERA,0,13,18-22,652,0.25
77,PANT,ERA,0,13,22+,201,0.08
78,PANT,ERA,0,14,0-6,2566,0.98
79,PANT,ERA,0,14,6-10,3094,1.18
80,PANT,ERA,0,14,10-14,3425,1.3
81,PANT,ERA,0,14,14-18,1845,0.7
82,PANT,ERA,0,14,18-22,1228,0.47
83,PANT,ERA,0,14,22+,675,0.26
84,PANT,ERA,0,15,0-6,2901,1.1
85,PANT,ERA,0,15,6-10,3658,1.39
86,PANT,ERA,0,15,10-14,4405,1.67
87,PANT,ERA,0,15,14-18,2393,0.91
88,PANT,ERA,0,15,18-22,1888,0.72
89,PANT,ERA,0,15,22+,1277,0.49
90,PANT,ERA,0,16,0-6,2958,1.12
91,PANT,ERA,0,16,6-10,3946,1.5
92,PANT,ERA,0,16,10-14,4560,1.73
93,PANT,ERA,0,16,14-18,2337,0.89
94,PANT,ERA,0,16,18-22,1718,0.65
95,PANT,ERA,0,16,22+,1080,0.41
96,PANT,ERA,0,17,0-6,2826,1.07
97,PANT,ERA,0,17,6-10,3534,1.34
98,PANT,ERA,0,17,10-14,3429,1.3
99,PANT,ERA,0,17,14-18,1543,0.59
100,PANT,ERA,0,17,18-22,926,0.35
101,PANT,ERA,0,17,22+,540,0.21
102,PANT,ERA,0,18,0-6,2744,1.04
103,PANT,ERA,0,18,6-10,2832,1.08
104,PANT,ERA,0,18,10-14,2239,0.85
105,PANT,ERA,0,18,14-18,821,0.31
106,PANT,ERA,0,18,18-22,440,0.17
107,PANT,ERA,0,18,22+,184,0.07
108,PANT,ERA,0,19,0-6,2645,1.01
109,PANT,ERA,0,19,6-10,2273,0.86
110,PANT,ERA,0,19,10-14,1455,0.55
111,PANT,ERA,0,19,14-18,498,0.19
112,PANT,ERA,0,19,18-22,201,0.08
113,PANT,ERA,0,19,22+,60,0.02
114,PANT,ERA,0,20,0-6,2732,1.04
115,PANT,ERA,0,20,6-10,1927,0.73
116,PANT,ERA,0,20,10-14,1097,0.42
