,sid,year,month,speed
21844,PADU,1999,11,16.2
21845,PADU,1999,12,14.1
21846,PADU,2000,1,13.6
21847,PADU,2000,2,15.6
21848,PADU,2000,3,11.9
21849,PADU,2000,4,10.3
21850,PADU,2000,5,8.4
21851,PADU,2000,6,9.3
21852,PADU,2000,7,7.8
21853,PADU,2000,8,7.0
21854,PADU,2000,9,10.5
21855,PADU,2000,10,13.4
21856,PADU,2000,11,12.3
21857,PADU,2000,12,10.0
21858,PADU,2001,1,12.9
21859,PADU,2001,2,13.5
21860,PADU,2001,3,13.5
21861,PADU,2001,4,12.5
21862,PADU,2001,5,10.5
21863,PADU,2001,6,7.1
21864,PADU,2001,7,7.5
21865,PADU,2001,8,9.0
21866,PADU,2001,9,11.7
21867,PADU,2001,10,13.2
21868,PADU,2001,11,13.9
21869,PADU,2001,12,12.8
21870,PADU,2002,1,13.8
21871,PADU,2002,2,11.6
21872,PADU,2002,3,13.9
21873,PADU,2002,4,12.2
21874,PADU,2002,5,10.1
21875,PADU,2002,6,9.5
21876,PADU,2002,7,7.3
21877,PADU,2002,8,8.0
21878,PADU,2002,9,11.6
21879,PADU,2002,10,10.6
21880,PADU,2002,11,10.5
21881,PADU,2002,12,8.0
21882,PADU,2003,1,14.0
21883,PADU,2003,2,11.4
21884,PADU,2003,3,13.5
21885,PADU,2003,4,13.1
21886,PADU,2003,5,11.3
21887,PADU,2003,6,10.4
21888,PADU,2003,7,8.2
21889,PADU,2003,8,9.5
21890,PADU,2003,9,8.4
21891,PADU,2003,10,14.8
21892,PADU,2003,11,13.7
21893,PADU,2003,12,10.6
21894,PADU,2004,1,10.6
21895,PADU,2004,2,10.9
21896,PADU,2004,3,11.6
21897,PADU,2004,4,11.4
21898,PADU,2004,5,10.3
21899,PADU,2004,6,8.7
21900,PADU,2004,7,7.0
21901,PADU,2004,8,8.3
21902,PADU,2004,9,8.7
21903,PADU,2004,10,14.2
21904,PADU,2004,11,13.5
21905,PADU,2004,12,12.6
21906,PADU,2005,1,9.2
21907,PADU,2005,2,11.3
21908,PADU,2005,3,11.3
21909,PADU,2005,4,12.1
21910,PADU,2005,5,11.1
21911,PADU,2005,6,8.2
21912,PADU,2005,7,7.4
21913,PADU,2005,8,9.5
21914,PADU,2005,9,13.6
21915,PADU,2005,10,14.3
21916,PADU,2005,11,12.5
21917,PADU,2005,12,8.7
21918,PADU,2006,1,10.6
21919,PADU,2006,2,13.0
21920,PADU,2006,3,11.7
21921,PADU,2006,4,15.0
21922,PADU,2006,5,9.4
21923,PADU,2006,6,7.5
21924,PADU,2006,7,10.2
21925,PADU,2006,8,9.5
21926,PADU,2006,9,11.6
21927,PADU,2006,10,12.7
21928,PADU,2006,11,13.4
21929,PADU,2006,12,11.8
21930,PADU,2007,1,13.6
21931,PADU,2007,2,13.3
21932,PADU,2007,3,13.6
21933,PADU,2007,4,11.3
21934,PADU,2007,5,11.5
21935,PADU,2007,6,9.6
21936,PADU,2007,7,5.7
21937,PADU,2007,8,6.5
21938,PADU,2007,9,12.2
21939,PADU,2007,10,12.6
21940,PADU,2007,11,14.1
21941,PADU,2007,12,11.4
21942,PADU,2008,1,13.1
21943,PADU,2008,2,11.9
21944,PADU,2008,3,12.7
21945,PADU,2008,4,11.6
21946,PADU,2008,5,10.3
21947,PADU,2008,6,7.3
21948,PADU,2008,7,6.8
21949,PADU,2008,8,6.6
21950,PADU,2008,9,8.1
21951,PADU,2008,10,11.8
21952,PADU,2008,11,11.0
21953,PADU,2008,12,13.5
21954,PADU,2009,1,10.3
21955,PADU,2009,2,13.3
21956,PADU,2009,3,13.7
21957,PADU,2009,4,12.5
21958,PADU,2009,5,8.2
21959,PADU,2009,6,8.3
21960,PADU,2009,7,9.8
21961,PADU,2009,8,9.1
21962,PADU,2009,9,13.9
21963,PADU,2009,10,11.3
21964,PADU,2009,11,15.6
21965,PADU,2009,12,14.5
21966,PADU,2010,1,14.1
21967,PADU,2010,2,8.9
21968,PADU,2010,3,12.6
21969,PADU,2010,4,13.0
21970,PADU,2010,5,10.3
21971,PADU,2010,6,11.2
21972,PADU,2010,7,8.3
21973,PADU,2010,8,8.0
21974,PADU,2010,9,13.0
21975,PADU,2010,10,13.9
21976,PADU,2010,11,12.9
21977,PADU,2010,12,19.4
21978,PADU,2011,1,15.6
21979,PADU,2011,2,15.0
21980,PADU,2011,3,12.0
21981,PADU,2011,4,16.7
21982,PADU,2011,5,11.5
21983,PADU,2011,6,12.1
21984,PADU,2011,7,8.0
21985,PADU,2011,8,9.6
21986,PADU,2011,9,15.6
21987,PADU,2011,10,12.5
21988,PADU,2011,11,14.3
21989,PADU,2011,12,13.1
21990,PADU,2012,1,14.1
21991,PADU,2012,2,12.8
21992,PADU,2012,3,12.9
21993,PADU,2012,4,14.4
21994,PADU,2012,5,11.2
21995,PADU,2012,6,8.7
21996,PADU,2012,7,7.9
21997,PADU,2012,8,7.8
21998,PADU,2012,9,12.4
21999,PADU,2012,10,13.2
22000,PADU,2012,11,18.3
22001,PADU,2012,12,13.5
22002,PADU,2013,1,9.5
22003,PADU,2013,2,13.8
22004,PADU,2013,3,10.7
22005,PADU,2013,4,12.2
22006,PADU,2013,5,10.7
22007,PADU,2013,6,8.5
22008,PADU,2013,7,8.7
22009,PADU,2013,8,9.8
22010,PADU,2013,9,13.2
22011,PADU,2013,10,13.4
22012,PADU,2013,11,13.1
22013,PADU,2013,12,12.6
22014,PADU,2014,1,13.3
22015,PADU,2014,2,13.8
22016,PADU,2014,3,12.2
22017,PADU,2014,4,11.0
22018,PADU,2014,5,9.5
22019,PADU,2014,6,8.2
22020,PADU,2014,7,7.0
22021,PADU,2014,8,8.4
22022,PADU,2014,9,10.7
22023,PADU,2014,10,15.6
22024,PADU,2014,11,12.2
22025,PADU,2014,12,11.1
22026,PADU,2015,1,10.0
22027,PAGY,1980,1,15.2
22028,PAGY,1980,2,10.9
22029,PAGY,1980,3,10.7
22030,PAGY,1980,4,8.3
22031,PAGY,1980,5,8.9
22032,PAGY,1980,6,7.6
22033,PAGY,1980,7,9.1
22034,PAGY,1980,8,9.1
22035,PAGY,1980,9,5.2
22036,PAGY,1980,10,6.5
22037,PAGY,1980,11,10.7
22038,PAGY,1980,12,21.8
22039,PAGY,1981,1,6.2
22040,PAGY,1981,2,8.9
22041,PAGY,1981,3,8.9
22042,PAGY,1981,4,10.3
22043,PAGY,1981,5,7.0
22044,PAGY,1981,6,7.0
22045,PAGY,1981,7,8.6
22046,PAGY,1981,8,7.6
22047,PAGY,1981,9,4.8
22048,PAGY,1981,10,8.3
22049,PAGY,1981,11,9.9
22050,PAGY,1981,12,12.3
22051,PAGY,1982,1,18.8
22052,PAGY,1982,2,14.9
22053,PAGY,1982,3,9.1
22054,PAGY,1982,4,12.1
22055,PAGY,1982,5,10.2
22056,PAGY,1982,6,8.5
22057,PAGY,1982,7,6.9
22058,PAGY,1982,8,5.7
22059,PAGY,1982,9,7.6
22060,PAGY,1982,10,9.4
22061,PAGY,1982,11,9.0
22062,PAGY,1982,12,12.7
22063,PAGY,1983,1,15.5
22064,PAGY,1983,2,12.8
22065,PAGY,1983,3,13.3
22066,PAGY,1983,4,10.7
22067,PAGY,1983,5,9.8
22068,PAGY,1983,6,7.7
22069,PAGY,1983,7,5.4
22070,PAGY,1983,8,7.7
22071,PAGY,1983,9,7.3
22072,PAGY,1983,10,9.2
22073,PAGY,1983,11,9.8
22074,PAGY,1983,12,16.0
22075,PAGY,1984,1,13.0
22076,PAGY,1984,2,11.4
22077,PAGY,1984,3,9.3
22078,PAGY,1984,4,8.2
22079,PAGY,1984,5,9.9
22080,PAGY,1984,6,9.7
22081,PAGY,1984,7,9.1
22082,PAGY,1984,8,7.6
22083,PAGY,1984,9,3.8
22084,PAGY,1984,10,8.4
22085,PAGY,1984,11,7.5
22086,PAGY,1984,12,11.3
22087,PAGY,1985,1,6.5
22088,PAGY,1985,2,15.0
22089,PAGY,1985,3,11.7
22090,PAGY,1985,4,12.1
22091,PAGY,1985,5,11.0
22092,PAGY,1985,6,10.1
22093,PAGY,1985,7,8.1
22094,PAGY,1985,8,8.1
22095,PAGY,1985,9,8.3
22096,PAGY,1985,10,7.5
22097,PAGY,1985,11,12.6
22098,PAGY,1985,12,7.8
22099,PAGY,1986,1,8.9
22100,PAGY,1986,2,13.5
22101,PAGY,1986,3,10.1
22102,PAGY,1986,4,9.7
22103,PAGY,1986,5,10.2
22104,PAGY,1986,6,10.6
22105,PAGY,1986,7,7.9
22106,PAGY,1986,8,7.8
22107,PAGY,1986,9,4.8
22108,PAGY,1986,10,8.1
22109,PAGY,1986,11,10.7
22110,PAGY,1986,12,7.7
22111,PAGY,1987,1,8.9
22112,PAGY,1987,2,8.5
22113,PAGY,1987,3,13.1
22114,PAGY,1987,4,9.6
22115,PAGY,1987,5,9.5
22116,PAGY,1987,6,9.7
22117,PAGY,1987,7,7.6
22118,PAGY,1987,8,6.6
22119,PAGY,1987,9,9.1
22120,PAGY,1987,10,9.7
22121,PAGY,1987,11,7.0
22122,PAGY,1987,12,12.0
22123,PAGY,1988,1,16.0
22124,PAGY,1988,2,13.7
22125,PAGY,1988,3,9.6
22126,PAGY,1988,4,12.1
22127,PAGY,1988,5,9.8
22128,PAGY,1988,6,9.8
22129,PAGY,1988,7,9.0
22130,PAGY,1988,8,7.0
22131,PAGY,1988,9,7.5
22132,PAGY,1988,10,7.5
22133,PAGY,1988,11,10.0
22134,PAGY,1988,12,13.9
22135,PAGY,1989,1,16.7
22136,PAGY,1989,2,13.8
22137,PAGY,1989,3,14.3
22138,PAGY,1989,4,8.7
22139,PAGY,1989,5,9.9
22140,PAGY,1989,6,8.6
22141,PAGY,1989,7,6.0
22142,PAGY,1989,8,5.3
22143,PAGY,1989,9,8.4
22144,PAGY,1989,10,7.2
22145,PAGY,1989,11,13.4
22146,PAGY,1989,12,11.4
22147,PAGY,1990,1,14.9
22148,PAGY,1990,2,17.9
22149,PAGY,1990,3,10.5
22150,PAGY,1990,4,11.4
22151,PAGY,1990,5,8.9
22152,PAGY,1990,6,8.8
22153,PAGY,1990,7,8.5
22154,PAGY,1990,8,6.6
22155,PAGY,1990,9,12.2
22156,PAGY,1990,10,7.4
22157,PAGY,1990,11,13.2
22158,PAGY,1990,12,9.9
22159,PAGY,1991,1,13.9
22160,PAGY,1991,2,11.1
22161,PAGY,1991,3,12.4
22162,PAGY,1991,4,7.9
22163,PAGY,1991,5,10.3
22164,PAGY,1991,6,9.7
22165,PAGY,1991,7,10.1
22166,PAGY,1991,8,8.5
22167,PAGY,1991,9,7.9
22168,PAGY,1991,10,8.7
22169,PAGY,1991,11,9.8
22170,PAGY,1991,12,9.2
22171,PAGY,1992,1,10.5
22172,PAGY,1992,2,13.5
22173,PAGY,1992,3,13.4
22174,PAGY,1992,4,10.1
22175,PAGY,1992,5,9.9
22176,PAGY,1992,6,9.0
22177,PAGY,1992,7,8.9
22178,PAGY,1992,8,8.0
22179,PAGY,1992,9,9.2
22180,PAGY,1992,10,11.7
22181,PAGY,1992,11,10.6
22182,PAGY,1992,12,16.2
22183,PAGY,1993,1,11.7
22184,PAGY,1993,2,13.5
22185,PAGY,1993,3,12.8
22186,PAGY,1993,4,9.5
22187,PAGY,1993,5,8.8
22188,PAGY,1993,6,10.1
22189,PAGY,1993,7,8.7
22190,PAGY,1993,8,9.1
22191,PAGY,1993,9,10.8
22192,PAGY,1993,10,7.2
22193,PAGY,1993,11,9.1
22194,PAGY,1993,12,10.6
22195,PAGY,1994,1,14.0
22196,PAGY,1994,2,13.5
22197,PAGY,1994,3,9.6
22198,PAGY,1994,4,8.9
22199,PAGY,1994,5,9.6
22200,PAGY,1994,6,9.5
22201,PAGY,1994,7,8.6
22202,PAGY,1994,8,7.3
22203,PAGY,1994,9,7.5
22204,PAGY,1994,10,8.0
22205,PAGY,1994,11,9.3
22206,PAGY,1994,12,11.5
22207,PAGY,1995,1,10.0
22208,PAGY,1995,2,10.5
22209,PAGY,1995,3,8.5
22210,PAGY,1995,4,8.0
22211,PAGY,1995,5,8.9
22212,PAGY,1995,6,8.4
22213,PAGY,1995,7,8.4
22214,PAGY,1995,8,8.1
22215,PAGY,1995,9,6.3
22216,PAGY,1995,10,5.6
22217,PAGY,1995,11,10.4
22218,PAGY,1995,12,11.4
22219,PAGY,1996,1,16.6
22220,PAGY,1996,2,10.2
22221,PAGY,1996,3,11.2
22222,PAGY,1996,4,8.4
22223,PAGY,1996,5,7.2
22224,PAGY,1996,6,8.8
22225,PAGY,1996,7,9.0
22226,PAGY,1996,8,7.4
22227,PAGY,1996,9,6.5
22228,PAGY,1996,10,7.0
22229,PAGY,1996,11,14.3
22230,PAGY,1996,12,12.9
22231,PAGY,1997,1,15.8
22232,PAGY,1997,2,7.4
22233,PAGY,1997,3,10.1
22234,PAGY,1997,4,6.8
22235,PAGY,1997,5,8.9
22236,PAGY,1997,6,8.5
22237,PAGY,1997,7,7.6
22238,PAGY,1997,8,6.6
22239,PAGY,1997,9,5.4
22240,PAGY,1997,10,8.2
22241,PAGY,1997,11,9.3
22242,PAGY,1997,12,9.2
22243,PAGY,1998,1,18.1
22244,PAGY,1998,2,11.2
22245,PAGY,1998,3,12.4
22246,PAGY,1998,4,9.0
22247,PAGY,1998,5,9.7
22248,PAGY,1998,6,9.2
22249,PAGY,1998,7,7.1
22250,PAGY,1998,8,9.7
22251,PAGY,1998,9,8.6
22252,PAGY,1998,10,8.4
22253,PAGY,1998,11,10.4
22254,PAGY,1998,12,11.5
22255,PAGY,1999,1,13.4
22256,PAGY,1999,2,15.0
22257,PAGY,1999,3,6.2
22258,PAGY,1999,4,10.9
22259,PAGY,1999,5,9.8
22260,PAGY,1999,6,9.4
22261,PAGY,1999,7,9.8
22262,PAGY,1999,8,6.8
22263,PAGY,1999,9,11.0
22264,PAGY,1999,10,12.9
22265,PAGY,1999,11,10.4
22266,PAGY,1999,12,15.5
22267,PAGY,2000,1,15.9
22268,PAGY,2000,2,11.8
22269,PAGY,2000,3,10.7
22270,PAGY,2000,4,10.5
22271,PAGY,2000,5,9.8
22272,PAGY,2000,6,11.1
22273,PAGY,2000,7,8.0
22274,PAGY,2000,8,8.3
22275,PAGY,2000,9,10.4
22276,PAGY,2000,10,9.4
22277,PAGY,2000,11,9.6
22278,PAGY,2000,12,11.0
22279,PAGY,2001,1,10.7
22280,PAGY,2001,2,12.1
22281,PAGY,2001,3,14.2
22282,PAGY,2001,4,8.8
22283,PAGY,2001,5,13.2
22284,PAGY,2001,6,9.3
22285,PAGY,2001,7,9.9
22286,PAGY,2001,8,6.9
22287,PAGY,2001,9,7.9
22288,PAGY,2001,10,11.4
22289,PAGY,2001,11,10.4
22290,PAGY,2001,12,14.1
22291,PAGY,2002,1,13.0
22292,PAGY,2002,2,13.5
22293,PAGY,2002,3,14.7
22294,PAGY,2002,4,10.6
22295,PAGY,2002,5,10.9
22296,PAGY,2002,6,10.6
22297,PAGY,2002,7,11.0
22298,PAGY,2002,8,12.2
22299,PAGY,2002,9,8.3
22300,PAGY,2002,10,8.9
22301,PAGY,2002,11,8.5
22302,PAGY,2002,12,7.3
22303,PAGY,2003,1,13.9
22304,PAGY,2003,2,11.5
22305,PAGY,2003,3,12.1
22306,PAGY,2003,4,7.9
22307,PAGY,2003,5,11.1
22308,PAGY,2003,6,12.2
22309,PAGY,2003,7,12.3
22310,PAGY,2003,8,9.1
22311,PAGY,2003,9,8.4
22312,PAGY,2003,10,6.0
22313,PAGY,2003,11,8.9
22314,PAGY,2003,12,10.2
22315,PAGY,2004,1,16.7
22316,PAGY,2004,2,11.9
22317,PAGY,2004,3,15.0
22318,PAGY,2004,4,9.9
22319,PAGY,2004,5,9.5
22320,PAGY,2004,6,9.2
22321,PAGY,2004,7,8.6
22322,PAGY,2004,8,5.4
22323,PAGY,2004,9,12.4
22324,PAGY,2004,10,11.0
22325,PAGY,2004,11,12.7
22326,PAGY,2004,12,16.6
22327,PAGY,2005,1,15.4
22328,PAGY,2005,2,11.5
22329,PAGY,2005,3,10.7
22330,PAGY,2005,4,9.6
22331,PAGY,2005,5,7.9
22332,PAGY,2005,6,10.1
22333,PAGY,2005,7,11.4
22334,PAGY,2005,8,8.2
22335,PAGY,2005,9,10.3
22336,PAGY,2005,10,7.4
22337,PAGY,2005,11,13.4
22338,PAGY,2005,12,10.5
22339,PAGY,2006,1,14.1
22340,PAGY,2006,2,10.1
22341,PAGY,2006,3,11.8
22342,PAGY,2006,4,10.2
22343,PAGY,2006,5,10.3
22344,PAGY,2006,6,11.1
22345,PAGY,2006,7,9.4
22346,PAGY,2006,8,12.4
22347,PAGY,2006,9,7.4
22348,PAGY,2006,10,11.6
22349,PAGY,2006,11,16.2
22350,PAGY,2006,12,10.7
22351,PAGY,2007,1,11.0
22352,PAGY,2007,2,15.0
22353,PAGY,2007,3,14.0
22354,PAGY,2007,4,8.7
22355,PAGY,2007,5,9.4
22356,PAGY,2007,6,8.8
22357,PAGY,2007,7,7.9
22358,PAGY,2007,8,6.6
22359,PAGY,2007,9,9.7
22360,PAGY,2007,10,9.4
22361,PAGY,2007,11,10.6
22362,PAGY,2007,12,9.5
22363,PAGY,2008,1,13.4
22364,PAGY,2008,2,15.8
22365,PAGY,2008,3,9.1
22366,PAGY,2008,4,11.8
22367,PAGY,2008,5,9.5
22368,PAGY,2008,6,11.4
22369,PAGY,2008,7,10.4
22370,PAGY,2008,8,6.5
22371,PAGY,2008,9,9.5
22372,PAGY,2008,10,12.7
22373,PAGY,2008,11,11.2
22374,PAGY,2008,12,13.4
22375,PAGY,2009,1,18.3
22376,PAGY,2009,2,11.6
22377,PAGY,2009,3,13.5
22378,PAGY,2009,4,7.3
22379,PAGY,2009,5,9.7
22380,PAGY,2009,6,10.9
22381,PAGY,2009,7,8.0
22382,PAGY,2009,8,8.8
22383,PAGY,2009,9,7.1
22384,PAGY,2009,10,7.5
22385,PAGY,2009,11,10.0
22386,PAGY,2009,12,8.8
22387,PAGY,2010,1,16.2
22388,PAGY,2010,2,7.0
22389,PAGY,2010,3,8.7
22390,PAGY,2010,4,7.6
22391,PAGY,2010,5,8.1
22392,PAGY,2010,6,10.5
22393,PAGY,2010,7,12.5
22394,PAGY,2010,8,7.9
22395,PAGY,2010,9,5.3
22396,PAGY,2010,10,9.6
22397,PAGY,2010,11,12.6
22398,PAGY,2010,12,19.8
22399,PAGY,2011,1,17.1
22400,PAGY,2011,2,15.7
22401,PAGY,2011,3,15.4
22402,PAGY,2011,4,14.1
22403,PAGY,2011,5,10.7
22404,PAGY,2011,6,13.7
22405,PAGY,2011,7,11.5
22406,PAGY,2011,8,8.6
22407,PAGY,2011,9,8.2
22408,PAGY,2011,10,11.5
22409,PAGY,2011,11,11.0
22410,PAGY,2011,12,16.2
22411,PAGY,2012,1,16.2
22412,PAGY,2012,2,13.2
22413,PAGY,2012,3,9.9
22414,PAGY,2012,4,6.9
22415,PAGY,2012,5,11.2
22416,PAGY,2012,6,10.0
22417,PAGY,2012,7,9.9
22418,PAGY,2012,8,6.5
22419,PAGY,2012,9,11.7
22420,PAGY,2012,10,8.2
22421,PAGY,2012,11,13.3
22422,PAGY,2012,12,19.3
22423,PAGY,2013,1,12.4
22424,PAGY,2013,2,11.9
22425,PAGY,2013,3,11.0
22426,PAGY,2013,4,10.1
22427,PAGY,2013,5,11.1
22428,PAGY,2013,6,6.8
22429,PAGY,2013,7,8.8
22430,PAGY,2013,8,7.5
22431,PAGY,2013,9,8.4
22432,PAGY,2013,10,10.5
22433,PAGY,2013,11,10.0
22434,PAGY,2013,12,14.3
22435,PAGY,2014,1,9.8
22436,PAGY,2014,2,15.9
22437,PAGY,2014,3,15.1
22438,PAGY,2014,4,8.6
22439,PAGY,2014,5,8.9
22440,PAGY,2014,6,10.3
22441,PAGY,2014,7,6.6
22442,PAGY,2014,8,8.1
22443,PAGY,2014,9,7.4
22444,PAGY,2014,10,6.7
22445,PAGY,2014,11,8.7
22446,PAGY,2014,12,8.3
22447,PAGY,2015,1,3.0
22448,PAPG,1980,1,4.9
22449,PAPG,1980,2,3.5
22450,PAPG,1980,3,5.1
22451,PAPG,1980,4,6.0
22452,PAPG,1980,5,5.4
22453,PAPG,1980,6,5.1
22454,PAPG,1980,7,4.7
22455,PAPG,1980,8,4.5
22456,PAPG,1980,9,4.5
22457,PAPG,1980,10,5.2
22458,PAPG,1980,11,5.0
22459,PAPG,1980,12,5.1
22460,PAPG,1981,1,5.3
22461,PAPG,1981,2,4.3
22462,PAPG,1981,3,5.1
22463,PAPG,1981,4,5.0
22464,PAPG,1981,5,4.2
22465,PAPG,1981,6,4.9
22466,PAPG,1981,7,4.7
22467,PAPG,1981,8,4.1
22468,PAPG,1981,9,4.4
22469,PAPG,1981,10,3.5
22470,PAPG,1981,11,5.0
22471,PAPG,1981,12,4.7
22472,PAPG,1982,1,5.7
22473,PAPG,1982,2,4.3
22474,PAPG,1982,3,3.2
22475,PAPG,1982,4,5.3
22476,PAPG,1982,5,5.2
22477,PAPG,1982,6,4.9
22478,PAPG,1982,7,4.7
22479,PAPG,1982,8,3.6
22480,PAPG,1982,9,3.4
22481,PAPG,1982,10,5.2
22482,PAPG,1982,11,3.6
22483,PAPG,1982,12,4.1
22484,PAPG,1983,1,5.7
22485,PAPG,1983,2,3.6
22486,PAPG,1983,3,5.1
22487,PAPG,1983,4,4.8
22488,PAPG,1983,5,4.9
22489,PAPG,1983,6,4.7
22490,PAPG,1983,7,4.3
22491,PAPG,1983,8,3.8
22492,PAPG,1983,9,4.2
22493,PAPG,1983,10,3.8
22494,PAPG,1983,11,2.7
22495,PAPG,1983,12,2.5
22496,PAPG,1984,1,3.5
22497,PAPG,1984,2,4.8
22498,PAPG,1984,3,4.7
22499,PAPG,1984,4,5.5
22500,PAPG,1984,5,4.8
22501,PAPG,1984,6,3.8
22502,PAPG,1984,7,3.2
22503,PAPG,1984,8,3.1
22504,PAPG,1984,9,3.1
22505,PAPG,1984,10,4.2
22506,PAPG,1984,11,3.4
22507,PAPG,1984,12,3.3
22508,PAPG,1985,1,3.9
22509,PAPG,1985,2,3.8
22510,PAPG,1985,3,4.2
22511,PAPG,1985,4,5.1
22512,PAPG,1985,5,4.7
22513,PAPG,1985,6,4.9
22514,PAPG,1985,7,3.7
22515,PAPG,1985,8,3.5
22516,PAPG,1985,9,2.9
22517,PAPG,1985,10,3.3
22518,PAPG,1985,11,3.7
22519,PAPG,1985,12,3.2
22520,PAPG,1986,1,4.4
22521,PAPG,1986,2,4.2
22522,PAPG,1986,3,4.7
22523,PAPG,1986,4,5.7
22524,PAPG,1986,5,4.4
22525,PAPG,1986,6,5.1
22526,PAPG,1986,7,3.3
22527,PAPG,1986,8,3.3
22528,PAPG,1986,9,3.2
22529,PAPG,1986,10,2.5
22530,PAPG,1986,11,1.3
22531,PAPG,1986,12,2.7
22532,PAPG,1987,1,2.4
22533,PAPG,1987,2,2.3
22534,PAPG,1987,3,0.6
22535,PAPG,1987,4,3.5
22536,PAPG,1987,5,1.4
22537,PAPG,1987,6,1.6
22538,PAPG,1987,7,0.9
22539,PAPG,1987,8,1.7
22540,PAPG,1987,9,2.4
22541,PAPG,1987,10,1.9
22542,PAPG,1987,11,2.4
22543,PAPG,1987,12,3.4
22544,PAPG,1988,1,3.6
22545,PAPG,1988,2,4.1
22546,PAPG,1988,3,5.0
22547,PAPG,1988,4,5.3
22548,PAPG,1988,5,5.4
22549,PAPG,1988,6,4.9
22550,PAPG,1988,7,3.6
22551,PAPG,1988,8,3.6
22552,PAPG,1988,9,3.7
22553,PAPG,1988,10,3.7
22554,PAPG,1988,11,4.5
22555,PAPG,1988,12,4.0
22556,PAPG,1989,1,5.3
22557,PAPG,1989,2,3.4
22558,PAPG,1989,3,4.6
22559,PAPG,1989,4,4.1
22560,PAPG,1989,5,4.5
22561,PAPG,1989,6,4.9
22562,PAPG,1989,7,3.4
22563,PAPG,1989,8,2.9
22564,PAPG,1989,9,3.5
22565,PAPG,1989,10,4.7
22566,PAPG,1989,11,4.3
22567,PAPG,1989,12,3.0
22568,PAPG,1990,1,2.8
22569,PAPG,1990,2,4.3
22570,PAPG,1990,3,4.0
22571,PAPG,1990,4,4.7
22572,PAPG,1990,5,4.6
22573,PAPG,1990,6,4.6
22574,PAPG,1990,7,4.2
22575,PAPG,1990,8,3.9
22576,PAPG,1990,9,4.0
22577,PAPG,1990,10,4.9
22578,PAPG,1990,11,3.7
22579,PAPG,1990,12,3.8
22580,PAPG,1991,1,2.8
22581,PAPG,1991,2,4.5
22582,PAPG,1991,3,3.7
22583,PAPG,1991,4,4.8
22584,PAPG,1991,5,5.4
22585,PAPG,1991,6,4.5
22586,PAPG,1991,7,3.6
22587,PAPG,1991,8,4.2
22588,PAPG,1991,9,3.3
22589,PAPG,1991,10,4.0
22590,PAPG,1991,11,4.6
22591,PAPG,1991,12,4.9
22592,PAPG,1992,1,4.6
22593,PAPG,1992,2,4.1
22594,PAPG,1992,3,3.9
22595,PAPG,1992,4,5.1
22596,PAPG,1992,5,5.6
22597,PAPG,1992,6,4.6
22598,PAPG,1992,7,3.6
22599,PAPG,1992,8,3.5
22600,PAPG,1992,9,4.4
22601,PAPG,1992,10,3.9
22602,PAPG,1992,11,5.4
22603,PAPG,1992,12,3.8
22604,PAPG,1993,1,2.4
22605,PAPG,1993,2,2.9
22606,PAPG,1993,3,3.6
22607,PAPG,1993,4,3.2
22608,PAPG,1993,5,3.7
22609,PAPG,1993,6,2.9
22610,PAPG,1993,7,3.1
22611,PAPG,1993,8,2.5
22612,PAPG,1993,9,1.9
22613,PAPG,1993,10,1.9
22614,PAPG,1993,11,1.4
22615,PAPG,1993,12,3.1
22616,PAPG,1994,1,1.8
22617,PAPG,1994,2,4.3
22618,PAPG,1994,3,6.4
22619,PAPG,1994,4,6.3
22620,PAPG,1994,5,6.4
22621,PAPG,1994,6,5.0
22622,PAPG,1994,7,3.9
22623,PAPG,1994,8,3.8
22624,PAPG,1994,9,4.0
22625,PAPG,1994,10,5.1
22626,PAPG,1994,11,4.3
22627,PAPG,1994,12,4.4
22628,PAPG,1995,1,3.6
22629,PAPG,1995,2,4.7
22630,PAPG,1995,3,4.9
22631,PAPG,1995,4,6.2
22632,PAPG,1995,5,5.8
22633,PAPG,1995,6,5.7
22634,PAPG,1995,7,4.6
22635,PAPG,1995,8,3.8
22636,PAPG,1995,9,3.4
22637,PAPG,1995,10,3.9
22638,PAPG,1995,11,2.8
22639,PAPG,1995,12,2.3
22640,PAPG,1996,1,2.0
22641,PAPG,1996,2,3.7
22642,PAPG,1996,3,3.8
22643,PAPG,1996,4,5.6
22644,PAPG,1996,5,5.1
22645,PAPG,1996,6,4.2
22646,PAPG,1996,7,3.0
22647,PAPG,1996,8,2.5
22648,PAPG,1996,9,3.2
22649,PAPG,1996,10,3.9
22650,PAPG,1996,11,2.9
22651,PAPG,1996,12,4.1
22652,PAPG,1997,1,3.0
22653,PAPG,1997,2,2.2
22654,PAPG,1997,3,4.7
22655,PAPG,1997,4,3.8
22656,PAPG,1997,5,3.9
22657,PAPG,1997,6,3.5
22658,PAPG,1997,7,2.7
22659,PAPG,1997,8,3.2
22660,PAPG,1997,9,2.6
22661,PAPG,1997,10,3.8
22662,PAPG,1997,11,2.8
22663,PAPG,1997,12,5.0
22664,PAPG,1998,1,3.6
22665,PAPG,1998,2,5.4
22666,PAPG,1998,3,3.1
22667,PAPG,1998,4,4.4
22668,PAPG,1998,5,4.5
22669,PAPG,1998,6,4.7
22670,PAPG,1998,7,3.5
22671,PAPG,1998,8,2.8
22672,PAPG,1998,9,3.2
22673,PAPG,1998,10,4.0
22674,PAPG,1998,11,3.0
22675,PAPG,1998,12,4.5
22676,PAPG,1999,1,2.9
